Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_types,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
6,fresh_graduate,High,16.0,yes,normal,3,15.0,4.0,2.0,1.0,1,flat,11.0,Kuala Lumpur,3.0,Medium,High,Medium,accept,9
6,fresh_graduate,Medium,11.0,no,gold,3,15.0,2.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,2.0,Medium,Medium,Low,accept,7
6,fresh_graduate,High,22.0,yes,gold,3,15.0,4.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,1.0,Low,Medium,Low,accept,7
6,fresh_graduate,Low,13.0,no,platinum,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,2.0,Low,Medium,Medium,accept,8
6,fresh_graduate,Medium,13.0,yes,normal,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,1.0,Low,Low,Low,accept,7
6,fresh_graduate,Medium,24.0,no,gold,3,15.0,2.0,2.0,1.0,3,flat,11.0,Kuala Lumpur,2.0,Medium,Low,Medium,reject,7
6,fresh_graduate,Low,22.0,yes,gold,3,15.0,4.0,2.0,5.0,1,flat,10.0,Kuala Lumpur,2.0,Medium,Medium,High,accept,8
6,fresh_graduate,Medium,15.0,no,gold,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,3.0,Low,High,Medium,reject,6
6,fresh_graduate,Low,19.0,yes,normal,3,15.0,2.0,2.0,5.0,1,flat,11.0,Kuala Lumpur,2.0,High,Low,High,accept,7
6,fresh_graduate,Low,20.0,no,platinum,3,15.0,4.0,2.0,5.0,3,condominium,11.0,Kuala Lumpur,3.0,High,Medium,Medium,accept,6
6,fresh_graduate,High,21.0,yes,normal,3,15.0,2.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,2.0,Medium,Medium,Medium,reject,9
6,fresh_graduate,High,14.0,no,gold,3,15.0,2.0,2.0,1.0,2,flat,10.0,Kuala Lumpur,3.0,Low,High,Medium,reject,8
6,fresh_graduate,Low,12.0,yes,gold,3,15.0,4.0,2.0,1.0,2,flat,11.0,Kuala Lumpur,2.0,Low,Medium,Medium,reject,7
6,fresh_graduate,Medium,22.0,no,normal,3,15.0,4.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,2.0,Medium,High,Medium,accept,9
6,fresh_graduate,Medium,15.0,yes,gold,3,15.0,2.0,2.0,5.0,2,condominium,11.0,Kuala Lumpur,3.0,Medium,Medium,Low,accept,6
6,fresh_graduate,Medium,13.0,no,gold,3,15.0,4.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,3.0,Medium,High,High,reject,9
6,fresh_graduate,Low,22.0,yes,normal,3,15.0,4.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,3.0,High,Medium,Low,accept,6
6,fresh_graduate,High,24.0,no,normal,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,2.0,Low,Medium,Low,accept,8
6,fresh_graduate,High,11.0,yes,normal,3,15.0,2.0,2.0,1.0,1,flat,11.0,Kuala Lumpur,3.0,Medium,Medium,High,accept,7
6,fresh_graduate,Medium,22.0,no,normal,3,15.0,2.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,3.0,Medium,High,Medium,accept,7
6,fresh_graduate,Low,22.0,yes,gold,3,15.0,4.0,2.0,5.0,3,flat,10.0,Kuala Lumpur,1.0,High,Low,High,accept,8
6,fresh_graduate,Low,22.0,no,gold,3,15.0,4.0,2.0,5.0,1,condominium,11.0,Kuala Lumpur,2.0,Medium,High,Medium,reject,6
6,fresh_graduate,Low,10.0,yes,normal,3,15.0,2.0,2.0,5.0,1,flat,11.0,Kuala Lumpur,3.0,High,Low,Medium,accept,8
6,fresh_graduate,Medium,11.0,no,gold,3,15.0,4.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,2.0,Medium,High,Low,reject,7
6,fresh_graduate,High,22.0,yes,normal,3,15.0,2.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,3.0,Low,Medium,High,reject,6
6,fresh_graduate,Medium,22.0,no,normal,3,15.0,2.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,3.0,High,Low,High,accept,9
6,fresh_graduate,Medium,19.0,yes,normal,3,15.0,2.0,2.0,1.0,3,flat,11.0,Kuala Lumpur,1.0,High,High,High,accept,6
6,fresh_graduate,High,10.0,no,gold,3,15.0,2.0,2.0,1.0,2,flat,11.0,Kuala Lumpur,3.0,Low,Medium,High,reject,6
6,fresh_graduate,Medium,22.0,yes,gold,3,15.0,4.0,2.0,5.0,1,flat,11.0,Kuala Lumpur,3.0,Low,Low,Medium,accept,8
6,fresh_graduate,Medium,17.0,no,normal,3,15.0,2.0,2.0,1.0,3,flat,11.0,Kuala Lumpur,3.0,Medium,High,Medium,reject,6
6,fresh_graduate,Medium,17.0,yes,normal,3,15.0,2.0,2.0,5.0,2,condominium,11.0,Kuala Lumpur,3.0,Medium,Low,Low,accept,7
6,fresh_graduate,Medium,22.0,no,normal,3,15.0,4.0,2.0,1.0,2,condominium,11.0,Kuala Lumpur,3.0,High,Medium,Medium,accept,6
6,fresh_graduate,Low,16.0,yes,normal,3,15.0,4.0,2.0,5.0,1,flat,10.0,Kuala Lumpur,2.0,Medium,High,Low,reject,9
6,fresh_graduate,High,24.0,no,normal,3,15.0,2.0,2.0,1.0,1,flat,10.0,Kuala Lumpur,3.0,Low,Low,Low,accept,6
6,fresh_graduate,Medium,21.0,yes,normal,3,15.0,2.0,2.0,1.0,2,flat,11.0,Kuala Lumpur,1.0,Low,Medium,Low,accept,9
6,fresh_graduate,Medium,18.0,no,normal,3,15.0,2.0,2.0,5.0,1,flat,10.0,Kuala Lumpur,3.0,Medium,High,Medium,accept,9
6,fresh_graduate,Medium,21.0,yes,normal,3,15.0,2.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,3.0,Medium,Low,Low,accept,9
6,fresh_graduate,High,14.0,no,normal,3,15.0,2.0,2.0,5.0,3,condominium,11.0,Kuala Lumpur,3.0,Low,Low,High,reject,6
6,fresh_graduate,Medium,19.0,yes,normal,3,15.0,2.0,2.0,5.0,1,flat,11.0,Kuala Lumpur,3.0,Medium,Low,Medium,accept,7
6,fresh_graduate,Medium,18.0,no,gold,3,15.0,4.0,2.0,5.0,3,condominium,11.0,Kuala Lumpur,2.0,Medium,Medium,High,reject,8
6,fresh_graduate,Low,19.0,yes,gold,3,15.0,4.0,2.0,1.0,2,flat,11.0,Kuala Lumpur,3.0,Medium,Medium,Medium,accept,6
6,fresh_graduate,Medium,16.0,no,normal,3,15.0,4.0,2.0,5.0,1,flat,11.0,Kuala Lumpur,3.0,High,Medium,Medium,accept,7
6,fresh_graduate,Medium,19.0,yes,gold,3,15.0,2.0,2.0,1.0,3,condominium,11.0,Kuala Lumpur,3.0,Low,High,Medium,accept,6
6,fresh_graduate,High,18.0,no,normal,3,15.0,2.0,2.0,5.0,2,flat,10.0,Kuala Lumpur,2.0,Medium,Medium,Medium,accept,8
6,fresh_graduate,High,15.0,yes,normal,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,2.0,Medium,Medium,Low,accept,6
6,fresh_graduate,Medium,15.0,no,normal,3,15.0,2.0,2.0,1.0,1,condominium,11.0,Kuala Lumpur,3.0,High,Low,Medium,accept,7
6,fresh_graduate,Medium,12.0,yes,gold,3,15.0,2.0,2.0,5.0,1,flat,11.0,Kuala Lumpur,2.0,Medium,Low,Medium,accept,8
6,fresh_graduate,High,19.0,no,platinum,3,15.0,2.0,2.0,1.0,3,flat,11.0,Kuala Lumpur,3.0,Low,Low,Low,reject,9
6,fresh_graduate,High,14.0,yes,normal,3,15.0,4.0,2.0,1.0,2,flat,11.0,Kuala Lumpur,2.0,Medium,Low,Low,reject,6
6,fresh_graduate,High,15.0,no,normal,3,15.0,4.0,2.0,1.0,1,flat,11.0,Kuala Lumpur,3.0,High,Low,High,accept,9
6,fresh_graduate,Medium,22.0,yes,normal,3,15.0,2.0,2.0,1.0,3,flat,11.0,Kuala Lumpur,3.0,High,High,High,accept,7
6,fresh_graduate,Low,11.0,no,normal,3,15.0,2.0,2.0,5.0,3,flat,10.0,Kuala Lumpur,3.0,Medium,High,Medium,accept,6
6,fresh_graduate,Medium,17.0,yes,normal,3,15.0,4.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,3.0,Low,High,High,reject,6
6,fresh_graduate,High,22.0,no,normal,3,15.0,4.0,2.0,5.0,2,condominium,11.0,Kuala Lumpur,2.0,Medium,Low,Medium,accept,8
6,fresh_graduate,High,17.0,yes,gold,3,15.0,2.0,2.0,5.0,1,flat,11.0,Kuala Lumpur,3.0,Low,Medium,Medium,accept,9
6,fresh_graduate,Low,21.0,no,normal,3,15.0,2.0,2.0,5.0,3,flat,10.0,Kuala Lumpur,3.0,High,Medium,High,accept,7
6,fresh_graduate,Medium,19.0,yes,normal,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,2.0,Medium,Medium,Medium,accept,8
6,fresh_graduate,Low,22.0,no,gold,3,15.0,2.0,2.0,1.0,2,flat,11.0,Kuala Lumpur,3.0,Medium,Medium,Medium,reject,7
6,fresh_graduate,High,15.0,yes,normal,3,15.0,4.0,2.0,5.0,1,flat,11.0,Kuala Lumpur,1.0,Medium,Medium,High,reject,8
6,fresh_graduate,High,20.0,no,normal,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,3.0,High,Medium,Medium,accept,8
6,fresh_graduate,Low,22.0,yes,normal,3,15.0,2.0,2.0,1.0,1,flat,11.0,Kuala Lumpur,1.0,Medium,Medium,High,reject,7
6,fresh_graduate,Medium,17.0,no,gold,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,3.0,Low,Medium,Low,accept,8
6,fresh_graduate,Medium,15.0,yes,normal,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,3.0,Medium,Medium,High,accept,7
6,fresh_graduate,Medium,22.0,no,platinum,3,15.0,2.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,1.0,Low,Medium,High,accept,7
6,fresh_graduate,Low,15.0,yes,normal,3,15.0,2.0,2.0,1.0,2,flat,11.0,Kuala Lumpur,1.0,High,Medium,Medium,reject,7
6,fresh_graduate,Medium,15.0,no,normal,3,15.0,2.0,2.0,1.0,3,flat,11.0,Kuala Lumpur,3.0,Medium,Low,High,accept,8
6,fresh_graduate,Medium,21.0,yes,normal,3,15.0,2.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,2.0,Low,High,Medium,accept,7
6,fresh_graduate,Medium,13.0,no,gold,3,15.0,2.0,2.0,1.0,3,flat,11.0,Kuala Lumpur,3.0,High,Medium,Low,accept,6
6,fresh_graduate,Low,15.0,yes,normal,3,15.0,2.0,2.0,5.0,2,flat,11.0,Kuala Lumpur,3.0,Medium,Medium,Medium,accept,8
6,fresh_graduate,High,10.0,no,gold,3,15.0,4.0,2.0,5.0,3,flat,10.0,Kuala Lumpur,3.0,Medium,High,Medium,reject,9
6,fresh_graduate,High,18.0,yes,normal,3,15.0,2.0,2.0,5.0,3,condominium,11.0,Kuala Lumpur,1.0,Low,High,Medium,accept,7
6,fresh_graduate,Medium,23.0,no,gold,3,15.0,2.0,2.0,5.0,3,flat,11.0,Kuala Lumpur,3.0,Medium,Medium,High,accept,8
6,fresh_graduate,Low,17.0,yes,normal,3,15.0,4.0,2.0,5.0,2,flat,11.0,Penang,3.0,Medium,Medium,Medium,accept,8
6,fresh_graduate,Medium,15.0,no,normal,3,15.0,2.0,2.0,5.0,3,flat,11.0,Penang,3.0,High,Medium,Medium,accept,8
6,fresh_graduate,Medium,22.0,yes,normal,3,15.0,2.0,2.0,1.0,3,flat,11.0,Penang,3.0,High,High,High,reject,8
6,fresh_graduate,Low,22.0,no,normal,3,15.0,4.0,2.0,1.0,1,flat,11.0,Penang,3.0,Low,Low,Medium,accept,8
6,fresh_graduate,Low,13.0,yes,normal,3,15.0,2.0,2.0,5.0,2,flat,10.0,Penang,2.0,Medium,High,High,accept,8
6,fresh_graduate,Medium,22.0,no,normal,3,15.0,2.0,2.0,5.0,3,flat,11.0,Penang,3.0,Low,Medium,Medium,accept,8
6,fresh_graduate,Low,18.0,yes,normal,3,15.0,2.0,2.0,5.0,1,flat,11.0,Penang,3.0,High,Low,Medium,accept,6
6,fresh_graduate,Low,17.0,no,normal,3,15.0,2.0,2.0,5.0,2,flat,11.0,Penang,3.0,Low,High,Low,accept,7
6,fresh_graduate,Medium,11.0,yes,normal,3,15.0,4.0,2.0,1.0,3,flat,11.0,Penang,3.0,Low,High,Low,accept,7
6,fresh_graduate,Medium,22.0,no,platinum,3,15.0,2.0,2.0,5.0,2,condominium,11.0,Penang,3.0,Medium,High,High,accept,9
6,fresh_graduate,Medium,11.0,yes,gold,3,15.0,2.0,2.0,1.0,1,flat,11.0,Penang,3.0,Low,High,Low,accept,9
6,fresh_graduate,Low,23.0,no,normal,3,15.0,2.0,2.0,1.0,3,flat,11.0,Penang,1.0,Low,Medium,Low,accept,6
6,fresh_graduate,Low,14.0,yes,normal,3,15.0,2.0,2.0,5.0,1,flat,11.0,Penang,2.0,Low,High,Medium,reject,8
6,fresh_graduate,Medium,22.0,no,gold,3,15.0,2.0,2.0,5.0,2,flat,10.0,Penang,1.0,High,High,Medium,accept,7
6,fresh_graduate,Medium,14.0,yes,gold,3,15.0,4.0,2.0,5.0,3,flat,10.0,Penang,3.0,High,Medium,Low,reject,9
6,fresh_graduate,Low,22.0,no,normal,3,15.0,4.0,2.0,1.0,3,flat,10.0,Penang,1.0,Low,Medium,Medium,accept,8
6,fresh_graduate,High,11.0,yes,normal,3,15.0,2.0,2.0,1.0,1,flat,10.0,Penang,1.0,Low,High,Medium,reject,6
6,fresh_graduate,Low,24.0,no,normal,3,15.0,2.0,2.0,5.0,3,flat,11.0,Penang,2.0,High,Medium,Medium,reject,8
6,fresh_graduate,Low,22.0,yes,gold,3,15.0,4.0,2.0,5.0,1,flat,11.0,Penang,3.0,High,Low,Medium,accept,7
6,fresh_graduate,High,21.0,no,gold,3,15.0,4.0,2.0,1.0,3,flat,10.0,Penang,3.0,Medium,High,High,accept,9
2,self_employed,Medium,13.0,yes,gold,3,16.0,4.0,2.0,1.0,2,flat,10.0,Penang,3.0,Low,Medium,Low,accept,8
2,self_employed,Medium,22.0,no,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,Low,Medium,High,accept,8
2,self_employed,High,13.0,yes,normal,3,16.0,4.0,2.0,1.0,3,flat,10.0,Penang,3.0,Low,High,Medium,accept,9
2,self_employed,Medium,11.0,no,platinum,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,1.0,Medium,Medium,Medium,reject,8
2,self_employed,Medium,22.0,yes,gold,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,Medium,Low,Medium,accept,9
2,self_employed,Medium,17.0,no,normal,3,16.0,4.0,2.0,1.0,1,flat,10.0,Penang,2.0,High,High,Medium,accept,6
2,self_employed,Medium,14.0,yes,normal,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,1.0,Medium,Low,Medium,accept,9
2,self_employed,Low,12.0,no,platinum,3,15.0,4.0,2.0,1.0,2,flat,10.0,Penang,1.0,Medium,Medium,Medium,accept,6
2,self_employed,Medium,14.0,yes,gold,3,16.0,4.0,4.0,1.0,1,condominium,10.0,Penang,1.0,Medium,Medium,Medium,reject,6
2,self_employed,Medium,22.0,no,gold,3,15.0,4.0,4.0,1.0,3,flat,10.0,Penang,3.0,Low,Medium,High,reject,7
2,self_employed,Medium,18.0,yes,gold,3,15.0,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,Medium,High,Medium,accept,9
2,self_employed,Low,22.0,no,platinum,3,16.0,4.0,2.0,1.0,2,flat,10.0,Penang,1.0,High,High,Medium,accept,8
2,self_employed,Medium,18.0,yes,normal,3,15.0,4.0,4.0,1.0,3,flat,10.0,Penang,1.0,Low,High,Low,accept,9
2,self_employed,Medium,22.0,no,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,1.0,Low,High,Medium,accept,8
2,self_employed,Medium,23.0,yes,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,High,Low,Low,accept,9
2,self_employed,High,21.0,no,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,3.0,Medium,Low,Medium,accept,7
2,self_employed,Medium,22.0,yes,platinum,3,15.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,Low,Medium,Medium,accept,7
2,self_employed,Medium,24.0,no,normal,3,15.0,4.0,2.0,1.0,2,flat,10.0,Penang,3.0,High,Medium,Medium,accept,7
2,self_employed,Medium,21.0,yes,gold,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,High,High,Low,accept,8
2,self_employed,High,21.0,no,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,High,Medium,Medium,accept,8
2,self_employed,Medium,19.0,yes,gold,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,1.0,Low,Medium,High,accept,6
2,self_employed,Medium,11.0,no,gold,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,1.0,Low,Medium,Low,accept,7
2,self_employed,Low,22.0,yes,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,Medium,High,Medium,accept,9
2,self_employed,Medium,17.0,no,normal,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,1.0,Medium,High,High,accept,9
2,self_employed,High,13.0,yes,gold,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,1.0,Low,Low,Low,reject,8
2,self_employed,Medium,22.0,no,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,Medium,High,Low,accept,9
2,self_employed,Low,22.0,yes,gold,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,1.0,Medium,Medium,High,accept,7
2,self_employed,Low,24.0,no,normal,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,2.0,Medium,Medium,Low,accept,8
2,self_employed,Medium,22.0,yes,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,3.0,Low,Low,Medium,accept,9
2,self_employed,Medium,14.0,no,normal,3,16.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,Medium,Medium,Medium,reject,8
2,self_employed,Medium,22.0,yes,normal,3,16.0,4.0,2.0,1.0,3,flat,10.0,Penang,3.0,High,Low,Medium,accept,9
2,self_employed,Low,13.0,no,platinum,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,Medium,High,Medium,accept,9
2,self_employed,Medium,24.0,yes,normal,3,15.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,High,Medium,Medium,accept,7
2,self_employed,Medium,12.0,no,normal,3,15.0,4.0,4.0,1.0,1,flat,10.0,Penang,3.0,Low,Medium,High,accept,9
2,self_employed,Low,21.0,yes,gold,3,15.0,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,High,High,Low,reject,9
2,self_employed,Medium,22.0,no,gold,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,3.0,High,Low,Low,reject,9
2,self_employed,High,23.0,yes,normal,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,Medium,High,High,accept,9
2,self_employed,Low,10.0,no,normal,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,High,Low,Medium,accept,9
2,self_employed,Medium,20.0,yes,normal,3,16.0,4.0,2.0,1.0,1,condominium,10.0,Penang,2.0,Medium,Medium,High,accept,6
2,self_employed,Medium,10.0,no,normal,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,Medium,High,Medium,accept,6
2,self_employed,Low,13.0,yes,normal,3,16.0,4.0,2.0,1.0,3,flat,10.0,Penang,1.0,Low,Low,High,accept,8
2,self_employed,Medium,21.0,no,normal,3,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,2.0,Low,High,Medium,reject,8
2,self_employed,Medium,13.0,yes,normal,3,15.0,4.0,4.0,1.0,1,flat,10.0,Penang,1.0,Low,High,Medium,accept,7
2,self_employed,Medium,24.0,no,gold,3,15.0,4.0,2.0,1.0,1,condominium,10.0,Penang,3.0,Medium,Medium,High,accept,8
2,self_employed,Medium,17.0,yes,normal,3,16.0,4.0,2.0,1.0,2,flat,10.0,Penang,3.0,Low,Low,Low,accept,8
2,self_employed,Medium,17.0,no,normal,3,15.0,4.0,4.0,1.0,1,flat,10.0,Penang,2.0,Medium,High,Medium,accept,7
2,self_employed,Low,16.0,yes,normal,3,16.0,4.0,2.0,1.0,2,flat,10.0,Penang,3.0,Low,Low,Medium,accept,8
2,self_employed,Medium,19.0,no,normal,3,15.0,4.0,4.0,1.0,1,flat,10.0,Penang,3.0,High,High,Low,accept,9
2,self_employed,Low,23.0,yes,gold,3,15.0,4.0,2.0,1.0,1,flat,10.0,Penang,3.0,Medium,Medium,Medium,reject,8
2,self_employed,Medium,10.0,no,normal,3,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,2.0,High,High,High,accept,6
2,self_employed,Medium,13.0,yes,normal,4,15.0,4.0,2.0,1.0,1,flat,10.0,Penang,3.0,High,Medium,High,accept,6
2,self_employed,Medium,15.0,no,normal,4,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,3.0,High,Medium,Medium,accept,7
2,self_employed,High,17.0,yes,normal,4,16.0,4.0,4.0,1.0,3,flat,10.0,Penang,3.0,Medium,High,Medium,accept,7
2,self_employed,Low,16.0,no,normal,4,16.0,4.0,2.0,1.0,3,flat,10.0,Penang,1.0,Low,Low,Medium,reject,9
2,self_employed,Medium,22.0,yes,gold,4,15.0,4.0,2.0,1.0,2,flat,10.0,Penang,3.0,High,Medium,High,accept,9
2,self_employed,Medium,15.0,no,normal,4,16.0,4.0,2.0,1.0,3,flat,10.0,Penang,3.0,High,High,Low,accept,8
2,self_employed,High,22.0,yes,gold,4,15.0,4.0,2.0,1.0,1,flat,10.0,Penang,1.0,High,Low,Medium,reject,7
2,self_employed,Low,15.0,no,normal,4,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,3.0,Low,High,Medium,accept,6
2,self_employed,Medium,22.0,yes,normal,4,16.0,4.0,4.0,1.0,3,condominium,10.0,Penang,3.0,Medium,High,Medium,accept,8
2,self_employed,Medium,22.0,no,gold,4,16.0,4.0,4.0,1.0,2,flat,10.0,Penang,1.0,Medium,Medium,High,accept,6
2,self_employed,Low,19.0,yes,normal,4,15.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,3.0,High,High,High,reject,9
2,self_employed,Medium,14.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,High,Low,Low,accept,7
2,self_employed,Medium,13.0,yes,normal,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,High,Medium,Low,accept,6
2,self_employed,High,11.0,no,normal,4,16.0,4.0,2.0,1.0,3,condominium,10.0,Penang,1.0,Medium,Low,Medium,accept,9
2,self_employed,Medium,12.0,yes,normal,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,reject,7
2,self_employed,Low,13.0,no,gold,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,Low,Low,Medium,accept,7
2,self_employed,High,11.0,yes,normal,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Low,High,accept,8
2,self_employed,Low,13.0,no,normal,4,16.0,4.0,4.0,1.0,2,condominium,10.0,Penang,1.0,Medium,High,High,accept,7
2,self_employed,Medium,24.0,yes,gold,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,1.0,Medium,High,Medium,accept,9
2,self_employed,Low,21.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Low,Medium,Medium,reject,8
2,self_employed,High,16.0,yes,normal,4,15.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,3.0,Medium,Low,High,reject,8
2,self_employed,Low,16.0,no,normal,4,15.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,1.0,Medium,Medium,High,accept,6
2,self_employed,Medium,15.0,yes,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,Low,High,Medium,accept,8
2,self_employed,Low,19.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,High,Low,Low,reject,8
2,self_employed,Low,22.0,yes,platinum,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Medium,High,High,accept,7
2,self_employed,Low,15.0,no,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,accept,8
2,self_employed,High,16.0,yes,normal,4,15.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,Low,Medium,Medium,accept,7
2,self_employed,Medium,21.0,no,normal,4,15.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,3.0,Low,High,Medium,accept,9
2,self_employed,Medium,22.0,yes,normal,4,15.0,4.0,2.0,1.0,3,condominium,10.0,Penang,2.0,Medium,High,Medium,accept,8
2,self_employed,Low,18.0,no,platinum,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,1.0,Medium,High,Medium,accept,6
2,self_employed,Medium,14.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,High,Medium,High,accept,9
2,self_employed,High,22.0,no,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,2.0,Medium,Low,Medium,accept,9
2,self_employed,Medium,21.0,yes,normal,4,16.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,1.0,Medium,Low,Medium,accept,7
2,self_employed,Medium,21.0,no,normal,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,3.0,High,Low,Medium,accept,7
2,self_employed,Medium,17.0,yes,gold,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,accept,9
2,self_employed,Low,23.0,no,normal,4,15.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,1.0,Medium,Medium,High,accept,9
2,self_employed,Low,12.0,yes,normal,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,1.0,Medium,Medium,Low,reject,7
2,self_employed,Low,20.0,no,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,High,Low,Low,accept,7
2,self_employed,Medium,24.0,yes,gold,4,16.0,4.0,2.0,1.0,2,bungalow,10.0,Penang,2.0,High,Low,Low,reject,7
2,self_employed,Medium,18.0,no,normal,4,16.0,4.0,2.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,accept,7
2,self_employed,Medium,13.0,yes,normal,4,16.0,4.0,2.0,1.0,3,bungalow,10.0,Penang,3.0,High,High,High,accept,8
2,self_employed,High,15.0,no,normal,4,15.0,4.0,4.0,1.0,1,bungalow,10.0,Penang,3.0,Medium,Medium,Medium,accept,6
2,self_employed,Low,22.0,yes,gold,4,16.0,4.0,4.0,1.0,3,bungalow,10.0,Penang,2.0,Low,High,Low,accept,6
2,self_employed,High,15.0,no,gold,4,16.0,4.0,4.0,1.0,2,bungalow,10.0,Penang,2.0,Medium,Medium,Low,reject,9
2,self_employed,Medium,19.0,yes,normal,4,16.0,4.0,2.0,1.0,2,condominium,10.0,Penang,2.0,High,High,Low,accept,8
